IRN,Funding Plan,District,County,FY21,FY22,FY23,FY24,FY25,FY27
45633,Ohio House Proposal,Versailles Exempted Village,Darke,9745362.237,9167386.763,8813986.641,8390129.122,8097212.17,8008392.899
50393,Ohio House Proposal,Vinton County Local,Vinton,4677611.911,19022075.95,18281258.21,17686546.44,17307671.32,17064709.76
50393,Fair School Funding Plan,Vinton County Local,Vinton,4677611.911,19022075.95,18281258.21,17686546.44,17307671.32,16988831.81
44974,Ohio House Proposal,Wadsworth City,Medina,21293701.1,19906765.77,19043861.98,18655313.34,18370642.76,18228599.79
44974,Fair School Funding Plan,Wadsworth City,Medina,21293701.1,19906765.77,19043861.98,18655313.34,18370642.76,18032221.34
46904,Fair School Funding Plan,Walnut Township Local,Fairfield,1479190.98,1505636.237,1413627.08,1501233.909,1584078.98,2211488.657
46904,Ohio House Proposal,Walnut Township Local,Fairfield,1479190.98,1505636.237,1413627.08,1501233.909,1584078.98,1770541.181
44982,Fair School Funding Plan,Wapakoneta City,Auglaize,18599740.44,17352375.69,16791778.47,16720913.19,15766190.04,17912977.54
44982,Ohio House Proposal,Wapakoneta City,Auglaize,18599740.44,17352375.69,16791778.47,16720913.19,15766190.04,15604957.52
44990,Fair School Funding Plan,Warren City,Trumbull,54839540.32,52654866.64,52936290.12,53419719.42,54566441.27,78960086.38
44990,Ohio House Proposal,Warren City,Trumbull,54839540.32,52654866.64,52936290.12,53419719.42,54566441.27,53775974.58
50500,Fair School Funding Plan,Warren Local,Washington,6334487.762,13912439.81,13308304.63,12930606.22,13404294.23,18227711.92
50500,Ohio House Proposal,Warren Local,Washington,6334487.762,13912439.81,13308304.63,12930606.22,13404294.23,13387868.15
45005,Fair School Funding Plan,Warrensville Heights City,Cuyahoga,8697598.551,8691421.008,9890451.553,12345919.36,13440939.42,26199091.49
45005,Ohio House Proposal,Warrensville Heights City,Cuyahoga,8697598.551,8691421.008,9890451.553,12345919.36,13440939.42,16386533.6
45013,Fair School Funding Plan,Washington Court House City,Fayette,18994958.08,17704635.08,16996972.99,17053916.71,16836800.75,22618322.25
45013,Ohio House Proposal,Washington Court House City,Fayette,18994958.08,17704635.08,16996972.99,17053916.71,16836800.75,16614859.8
48231,Fair School Funding Plan,Washington Local,Lucas,6740922.868,31225794.45,35360832.48,42388569.34,46099705.58,83940177.36
48231,Ohio House Proposal,Washington Local,Lucas,6740922.868,31225794.45,35360832.48,42388569.34,46099705.58,52402091.37
49650,Fair School Funding Plan,Washington-Nile Local,Scioto,11929268.38,15366416.86,14764460.3,14127198.07,13871480.45,16231371.65
49650,Ohio House Proposal,Washington-Nile Local,Scioto,11929268.38,15366416.86,14764460.3,14127198.07,13871480.45,13668494.68
49247,Fair School Funding Plan,Waterloo Local,Portage,5692198.429,5157124.095,4941333.804,4759723.435,4729464.43,4769113.639
49247,Ohio House Proposal,Waterloo Local,Portage,5692198.429,5157124.095,4941333.804,4759723.435,4729464.43,4677776.811
45641,Fair School Funding Plan,Wauseon Exempted Village,Fulton,11375159.94,11020136.59,10514629.52,11249860.4,12000210.51,18023314.25
45641,Ohio House Proposal,Wauseon Exempted Village,Fulton,11375159.94,11020136.59,10514629.52,11249860.4,12000210.51,12191405.16
49148,Fair School Funding Plan,Waverly City,Pike,11508832.86,15369252.33,14655230.5,14203723.83,13687074.04,17340837.24
49148,Ohio House Proposal,Waverly City,Pike,11508832.86,15369252.33,14655230.5,14203723.83,13687074.04,13513339.17
50468,Fair School Funding Plan,Wayne Local,Warren,40099184.93,4924515.05,4838463.913,4816797.765,4791475.52,4947154.333
50468,Ohio House Proposal,Wayne Local,Warren,40099184.93,4924515.05,4838463.913,4816797.765,4791475.52,4772509.987
49031,Fair School Funding Plan,Wayne Trace Local,Paulding,5042399.886,4365430.352,4109411.041,4497747.008,4148127.51,6486102.959
49031,Ohio House Proposal,Wayne Trace Local,Paulding,5042399.886,4365430.352,4109411.041,4497747.008,4148127.51,4190911.188
45971,Fair School Funding Plan,Waynesfield-Goshen Local,Auglaize,4462511.746,4284613.731,4023101.296,4253377.938,4084535.68,5306090.131
45971,Ohio House Proposal,Waynesfield-Goshen Local,Auglaize,4462511.746,4284613.731,4023101.296,4253377.938,4084535.68,4029959.042
50252,Fair School Funding Plan,Weathersfield Local,Trumbull,8940687.471,6684037.651,6618209.387,7312942.965,7544558.83,11816406.31
50252,Ohio House Proposal,Weathersfield Local,Trumbull,8940687.471,6684037.651,6618209.387,7312942.965,7544558.83,8130677.569
45658,Ohio House Proposal,Wellington Exempted Village,Lorain,5231425.814,4812767.634,4670909.678,4596520.937,4500232.67,4460188.657
45658,Fair School Funding Plan,Wellington Exempted Village,Lorain,5231425.814,4812767.634,4670909.678,4596520.937,4500232.67,4417330.011
45021,Fair School Funding Plan,Wellston City,Jackson,15659666.6,14632327.51,14198111.02,14220901.47,13408488.17,15370144.53
45021,Ohio House Proposal,Wellston City,Jackson,15659666.6,14632327.51,14198111.02,14220901.47,13408488.17,13216065.41
45039,Fair School Funding Plan,Wellsville Local,Columbiana,10088204.11,9282267.337,9334602.405,9324121.853,9534156.06,13552821.21
45039,Ohio House Proposal,Wellsville Local,Columbiana,10088204.11,9282267.337,9334602.405,9324121.853,9534156.06,9652463.537
48389,Ohio House Proposal,West Branch Local,Mahoning,4170734.545,13069214.78,12534030.37,12077809.11,11893250.45,11755076.93
48389,Fair School Funding Plan,West Branch Local,Mahoning,4170734.545,13069214.78,12534030.37,12077809.11,11893250.45,11702991.45
45054,Fair School Funding Plan,West Carrollton City,Montgomery,21702987.41,20001392.84,19264147.46,21344420.47,21953357.25,33668486.74
45054,Ohio House Proposal,West Carrollton City,Montgomery,21702987.41,20001392.84,19264147.46,21344420.47,21953357.25,21774208.73
46359,Fair School Funding Plan,West Clermont Local,Clermont,32096289.66,30707267.24,29553596.39,30266262.4,28221753.08,28571139.52
46359,Ohio House Proposal,West Clermont Local,Clermont,32096289.66,30707267.24,29553596.39,30266262.4,28221753.08,28061790.77
47225,Fair School Funding Plan,West Geauga Local,Geauga,,4606744.281,4359578.81,4623429.417,4809168.65,5311710.618
47225,Ohio House Proposal,West Geauga Local,Geauga,Amount and years must be numbers,4606744.281,4359578.81,4623429.417,4809168.65,4856006.096
47696,Ohio House Proposal,West Holmes Local,Holmes,6419611.344,12046316.55,11547718.57,11178819.93,11012301.43,10891909.49
47696,Fair School Funding Plan,West Holmes Local,Holmes,6419611.344,12046316.55,11547718.57,11178819.93,11012301.43,10809434.35
46219,Fair School Funding Plan,West Liberty-Salem Local,Champaign,7073623.946,6940721.952,6837044.289,7253466.034,7314386.55,10422560.17
46219,Ohio House Proposal,West Liberty-Salem Local,Champaign,7073623.946,6940721.952,6837044.289,7253466.034,7314386.55,7432912.658
48884,Fair School Funding Plan,West Muskingum Local,Muskingum,21325880.69,4515210.163,4133272.56,4461947.116,4856421.8,8251718.885
48884,Ohio House Proposal,West Muskingum Local,Muskingum,21325880.69,4515210.163,4133272.56,4461947.116,4856421.8,5221164.109
46060,Fair School Funding Plan,Western Brown Local,Brown,26991324.51,24917033.21,23455439.1,22513877.92,21960997.74,26542546
46060,Ohio House Proposal,Western Brown Local,Brown,26991324.51,24917033.21,23455439.1,22513877.92,21960997.74,21683784.27
49155,Fair School Funding Plan,Western Local,Pike,16559722.46,10460407.88,9969972.842,10144597.91,9976109.79,13283091.12
49155,Ohio House Proposal,Western Local,Pike,16559722.46,10460407.88,9969972.842,10144597.91,9976109.79,10274234.13
47746,Fair School Funding Plan,Western Reserve Local,Huron,7271513.858,6787788.973,6423652.631,6683204.809,6309881.97,8998519.406
47746,Ohio House Proposal,Western Reserve Local,Huron,7271513.858,6787788.973,6423652.631,6683204.809,6309881.97,6376519.045
48397,Fair School Funding Plan,Western Reserve Local,Mahoning,13994863.28,3536098.559,3325843.559,3470794.385,3433203.57,4439888.542
48397,Ohio House Proposal,Western Reserve Local,Mahoning,13994863.28,3536098.559,3325843.559,3470794.385,3433203.57,3396835.145
45047,Fair School Funding Plan,Westerville City,Franklin,36471890.49,35088348.92,34150145.08,37361661.09,32851904.23,37221077.14
45047,Ohio House Proposal,Westerville City,Franklin,36471890.49,35088348.92,34150145.08,37361661.09,32851904.23,32921049.32
49106,Fair School Funding Plan,Westfall Local,Pickaway,21880514.06,8248058.852,7851522.131,7450871.836,7258841.41,7676375.31
49106,Ohio House Proposal,Westfall Local,Pickaway,21880514.06,8248058.852,7851522.131,7450871.836,7258841.41,7184554.602
45062,Fair School Funding Plan,Westlake City,Cuyahoga,2108925.706,2459076.859,2476119.823,3504333.874,3735778.74,6095762.932
45062,Ohio House Proposal,Westlake City,Cuyahoga,2108925.706,2459076.859,2476119.823,3504333.874,3735778.74,4452501.006
49668,Fair School Funding Plan,Wheelersburg Local,Scioto,16741473.01,8741197.096,8496781.077,9311109.046,9506329.06,14796763.4
49668,Ohio House Proposal,Wheelersburg Local,Scioto,16741473.01,8741197.096,8496781.077,9311109.046,9506329.06,10108277.01
45070,Fair School Funding Plan,Whitehall City,Franklin,28909817.46,29448671.99,30829813.16,34404408.51,37125098.56,62441386.92
45070,Ohio House Proposal,Whitehall City,Franklin,28909817.46,29448671.99,30829813.16,34404408.51,37125098.56,37928558.74
45088,Fair School Funding Plan,Wickliffe City,Lake,1925505.534,2285252.463,2463370.718,3244225.771,3176072.09,5434191.389
45088,Ohio House Proposal,Wickliffe City,Lake,1925505.534,2285252.463,2463370.718,3244225.771,3176072.09,3175504.509
45096,Fair School Funding Plan,Willard City,Huron,9474693.612,8982614.024,8860177.069,8919525.843,8737337.77,12114631.28
45096,Ohio House Proposal,Willard City,Huron,9474693.612,8982614.024,8860177.069,8919525.843,8737337.77,8633185.642
46367,Fair School Funding Plan,Williamsburg Local,Clermont,7074110.881,6717978.53,6563312.763,7106613.029,6949803.17,9235264.47
46367,Ohio House Proposal,Williamsburg Local,Clermont,7074110.881,6717978.53,6563312.763,7106613.029,6949803.17,6892905.906
45104,Fair School Funding Plan,Willoughby-Eastlake City,Lake,16919130.98,16065058.85,15895501.21,17272626.47,16070606.73,16900440.12
45104,Ohio House Proposal,Willoughby-Eastlake City,Lake,16919130.98,16065058.85,15895501.21,17272626.47,16070606.73,16090121.85
45112,Ohio House Proposal,Wilmington City,Clinton,12612400.08,11992366.39,11479060.1,11125461.48,11068026.78,10962571.68
45112,Fair School Funding Plan,Wilmington City,Clinton,12612400.08,11992366.39,11479060.1,11125461.48,11068026.78,10864133.13
45666,Fair School Funding Plan,Windham Exempted Village,Portage,6316460.033,5961437.075,5841371.637,6354925.857,5928954.55,8154718.106
45666,Ohio House Proposal,Windham Exempted Village,Portage,6316460.033,5961437.075,5841371.637,6354925.857,5928954.55,5915446.842
44081,Fair School Funding Plan,Winton Woods City,Hamilton,21880421.41,21742506.45,22408964.42,25977498.85,28858076.01,48312447.58
44081,Ohio House Proposal,Winton Woods City,Hamilton,21880421.41,21742506.45,22408964.42,25977498.85,28858076.01,31980057.26
50518,Fair School Funding Plan,Wolf Creek Local,Washington,14862197.95,2314362.672,2164734.74,2556333.931,2781528.4,4666701.635
50518,Ohio House Proposal,Wolf Creek Local,Washington,14862197.95,2314362.672,2164734.74,2556333.931,2781528.4,2962698.672
49577,Fair School Funding Plan,Woodmore Local,Sandusky,6901162.229,5210209.302,4995023.228,4830424.103,4922177.5,6848388.717
49577,Ohio House Proposal,Woodmore Local,Sandusky,6901162.229,5210209.302,4995023.228,4830424.103,4922177.5,4874215.205
49973,Fair School Funding Plan,Woodridge Local,Summit,6651882.773,2780479.046,2710405.719,2956159.12,3071627.36,4497356.791
49973,Ohio House Proposal,Woodridge Local,Summit,6651882.773,2780479.046,2710405.719,2956159.12,3071627.36,3409274.479
45120,Fair School Funding Plan,Wooster City,Wayne,11263426.96,10829742.75,10408015.89,11320846.21,10554034.95,12588291.99
45120,Ohio House Proposal,Wooster City,Wayne,11263426.96,10829742.75,10408015.89,11320846.21,10554034.95,10510142.85
45138,Fair School Funding Plan,Worthington City,Franklin,19673513.54,19315834.38,18799881.44,23275192.13,20948165.37,21818820.59
45138,Ohio House Proposal,Worthington City,Franklin,19673513.54,19315834.38,18799881.44,23275192.13,20948165.37,21058970.16
46524,Fair School Funding Plan,Wynford Local,Crawford,7422885.131,6882520.933,6582571.945,6702128.314,6421956.59,8826895.003
46524,Ohio House Proposal,Wynford Local,Crawford,7422885.131,6882520.933,6582571.945,6702128.314,6421956.59,6350048.455
45146,Ohio House Proposal,Wyoming City,Hamilton,6514432.665,6173734.63,5933916.047,5765301.419,5681319.31,5666569.432
45146,Fair School Funding Plan,Wyoming City,Hamilton,6514432.665,6173734.63,5933916.047,5765301.419,5681319.31,5576658.838
45153,Fair School Funding Plan,Xenia Community City,Greene,20200832.05,20904994.58,20063054.08,19946094.44,19189480.49,19310734.45
45153,Ohio House Proposal,Xenia Community City,Greene,20200832.05,20904994.58,20063054.08,19946094.44,19189480.49,18998768.31
45674,Fair School Funding Plan,Yellow Springs Exempted Village,Greene,2732771.204,2901898.059,2741863.224,2883916.824,2811764.17,3555544.159
45674,Ohio House Proposal,Yellow Springs Exempted Village,Greene,2732771.204,2901898.059,2741863.224,2883916.824,2811764.17,2788835.437
45161,Fair School Funding Plan,Youngstown City,Mahoning,68730496.92,65737511.22,65054991.1,63841991.64,61385845.56,62949826.73
45161,Ohio House Proposal,Youngstown City,Mahoning,68730496.92,65737511.22,65054991.1,63841991.64,61385845.56,60469047.98
49544,Fair School Funding Plan,Zane Trace Local,Ross,13790888.53,6107629.091,5602039.475,5230661.302,4792161.01,6064065.095
49544,Ohio House Proposal,Zane Trace Local,Ross,13790888.53,6107629.091,5602039.475,5230661.302,4792161.01,4761230.172
45179,Fair School Funding Plan,Zanesville City,Muskingum,30330882.99,28227410.43,27667266.28,28577289.67,29302270.02,47064631.1
45179,Ohio House Proposal,Zanesville City,Muskingum,30330882.99,28227410.43,27667266.28,28577289.67,29302270.02,30513663.94
